fault_type,task_id,seed,control_success,fault_success,success_delta,control_completed,fault_completed,control_steps,fault_steps,step_delta,control_time_sec,fault_time_sec,time_delta,fault_injection_count
web_dom_missing,31,3,,,,True,True,6.0,8.0,2.0,394.1,44.5,-349.6,1
web_dom_missing,31,4,,,,True,True,10.0,9.0,-1.0,518.2,112.7,-405.50000000000006,1
web_dom_missing,31,5,,,,True,True,9.0,9.0,0.0,196.7,174.2,-22.5,1
web_dom_missing,132,1,,,,True,True,4.0,4.0,0.0,417.4,46.1,-371.29999999999995,1
web_dom_missing,132,2,,,,True,True,4.0,4.0,0.0,414.8,52.6,-362.2,1
web_dom_missing,132,3,,,,True,True,4.0,4.0,0.0,167.1,37.5,-129.6,1
web_dom_missing,132,4,,,,True,True,4.0,3.0,-1.0,39.4,159.2,119.79999999999998,1
web_dom_missing,132,5,,,,True,True,6.0,4.0,-2.0,47.4,40.5,-6.899999999999999,1
web_dom_missing,133,1,,,,True,True,4.0,4.0,0.0,113.3,139.6,26.299999999999997,1
web_dom_missing,133,2,,,,True,True,4.0,4.0,0.0,91.1,166.4,75.30000000000001,1
web_dom_missing,133,3,,,,True,True,7.0,4.0,-3.0,86.5,65.8,-20.700000000000003,1
web_dom_missing,133,4,,,,True,True,4.0,4.0,0.0,38.7,46.4,7.699999999999996,1
web_dom_missing,133,5,,,,True,True,7.0,4.0,-3.0,175.1,39.7,-135.39999999999998,1
web_dom_missing,134,1,,,,True,True,4.0,4.0,0.0,164.6,39.1,-125.5,1
web_dom_missing,134,2,,,,True,True,4.0,7.0,3.0,149.5,313.5,164.0,1
web_dom_missing,134,3,,,,True,True,4.0,4.0,0.0,127.4,150.6,23.19999999999999,1
web_dom_missing,134,4,,,,True,True,6.0,7.0,1.0,47.4,300.8,253.4,1
web_dom_missing,134,5,,,,True,True,6.0,4.0,-2.0,300.5,150.3,-150.2,1
web_dom_missing,135,1,,,,True,True,4.0,6.0,2.0,284.0,166.4,-117.6,1
web_dom_missing,135,2,,,,True,True,4.0,4.0,0.0,41.8,36.8,-5.0,1
web_dom_missing,135,3,,,,True,True,4.0,4.0,0.0,39.3,91.8,52.5,1
web_dom_missing,135,4,,,,True,True,4.0,4.0,0.0,38.8,165.5,126.7,1
web_dom_missing,135,5,,,,True,True,4.0,3.0,-1.0,37.6,169.0,131.4,1
web_dom_missing,136,1,,,,True,True,4.0,4.0,0.0,514.6,165.8,-348.8,1
web_dom_missing,136,2,,,,True,True,4.0,4.0,0.0,379.5,162.2,-217.3,1
web_dom_missing,136,3,,,,True,True,4.0,4.0,0.0,378.6,162.9,-215.70000000000002,1
web_dom_missing,136,4,,,,True,True,4.0,4.0,0.0,331.9,163.0,-168.89999999999998,1
web_dom_missing,136,5,,,,True,True,4.0,4.0,0.0,38.4,164.5,126.1,1
web_popup_block,21,1,,,,True,True,3.0,3.0,0.0,32.6,40.1,7.5,1
web_popup_block,21,2,,,,True,True,4.0,3.0,-1.0,49.4,24.5,-24.9,1
web_popup_block,21,3,,,,True,True,3.0,4.0,1.0,45.5,41.2,-4.299999999999997,1
web_popup_block,21,4,,,,True,True,3.0,2.0,-1.0,27.8,16.4,-11.400000000000002,1
web_popup_block,21,5,,,,True,True,3.0,4.0,1.0,37.8,37.4,-0.3999999999999986,1
web_popup_block,22,1,,,,True,True,12.0,14.0,2.0,147.7,258.3,110.60000000000002,1
web_popup_block,22,2,,,,True,True,9.0,9.0,0.0,124.5,147.9,23.400000000000006,1
web_popup_block,22,3,,,,True,True,12.0,14.0,2.0,211.1,169.2,-41.900000000000006,1
web_popup_block,22,4,,,,True,True,9.0,12.0,3.0,101.5,163.2,61.69999999999999,1
web_popup_block,22,5,,,,True,True,8.0,16.0,8.0,107.1,269.6,162.50000000000003,1
web_popup_block,23,1,,,,True,True,2.0,2.0,0.0,10.8,31.5,20.7,1
web_popup_block,23,2,,,,True,True,3.0,2.0,-1.0,23.2,9.7,-13.5,1
web_popup_block,23,3,,,,True,True,3.0,2.0,-1.0,21.2,9.5,-11.7,1
web_popup_block,23,4,,,,True,True,2.0,3.0,1.0,11.9,26.3,14.4,1
web_popup_block,23,5,,,,True,True,3.0,3.0,0.0,31.1,50.7,19.6,1
web_popup_block,24,1,,,,True,True,3.0,3.0,0.0,65.1,31.8,-33.3,1
web_popup_block,24,2,,,,True,True,4.0,3.0,-1.0,54.1,41.2,-12.899999999999999,1
web_popup_block,24,3,,,,True,True,3.0,3.0,0.0,48.5,26.7,-21.8,1
web_popup_block,24,4,,,,True,True,3.0,3.0,0.0,22.0,26.2,4.199999999999999,1
web_popup_block,24,5,,,,True,True,3.0,3.0,0.0,40.6,20.9,-19.700000000000003,1
web_popup_block,25,1,,,,True,True,12.0,9.0,-3.0,207.3,93.0,-114.30000000000001,1
web_popup_block,25,2,,,,True,True,11.0,7.0,-4.0,97.7,67.4,-30.299999999999997,1
web_popup_block,25,3,,,,True,True,8.0,9.0,1.0,67.9,84.5,16.599999999999994,1
web_popup_block,25,4,,,,True,True,6.0,9.0,3.0,48.1,115.9,67.80000000000001,1
web_popup_block,25,5,,,,True,True,7.0,10.0,3.0,63.2,222.4,159.2,1
web_popup_block,26,1,,,,True,True,20.0,8.0,-12.0,367.5,126.8,-240.7,1
web_popup_block,26,2,,,,True,True,7.0,7.0,0.0,116.8,76.3,-40.5,1
web_popup_block,26,3,,,,True,True,16.0,9.0,-7.0,271.2,111.4,-159.79999999999998,1
web_popup_block,26,4,,,,True,True,12.0,10.0,-2.0,225.1,168.5,-56.599999999999994,1
web_popup_block,26,5,,,,True,True,15.0,20.0,5.0,377.0,331.7,-45.30000000000001,1
web_popup_block,27,1,,,,True,True,5.0,5.0,0.0,36.6,55.6,19.0,1
web_popup_block,27,2,,,,True,True,6.0,5.0,-1.0,72.1,84.9,12.800000000000011,1
web_popup_block,27,3,,,,True,True,6.0,5.0,-1.0,65.6,52.2,-13.399999999999991,1
web_popup_block,27,4,,,,True,True,6.0,5.0,-1.0,71.1,24.3,-46.8,1
web_popup_block,27,5,,,,True,True,5.0,5.0,0.0,34.1,54.7,20.6,1
web_popup_block,28,1,,,,True,True,10.0,7.0,-3.0,217.4,66.1,-151.3,1
web_popup_block,28,2,,,,True,True,15.0,7.0,-8.0,272.6,47.5,-225.10000000000002,1
web_popup_block,28,3,,,,True,True,7.0,10.0,3.0,171.7,123.7,-47.999999999999986,1
web_popup_block,28,4,,,,True,True,11.0,10.0,-1.0,153.2,150.9,-2.299999999999983,1
web_popup_block,28,5,,,,True,True,8.0,9.0,1.0,132.3,89.3,-43.000000000000014,1
web_popup_block,29,1,,,,True,True,6.0,6.0,0.0,101.0,45.3,-55.7,1
web_popup_block,29,2,,,,True,True,6.0,6.0,0.0,89.3,30.9,-58.4,1
web_popup_block,29,3,,,,True,True,8.0,7.0,-1.0,147.2,67.0,-80.19999999999999,1
web_popup_block,29,4,,,,True,True,7.0,6.0,-1.0,130.0,45.1,-84.9,1
web_popup_block,29,5,,,,True,True,6.0,9.0,3.0,78.1,77.7,-0.3999999999999915,1
web_popup_block,30,1,,,,True,True,9.0,5.0,-4.0,282.3,58.4,-223.9,1
web_popup_block,30,2,,,,True,True,12.0,5.0,-7.0,453.0,163.1,-289.9,1
web_popup_block,30,3,,,,True,True,5.0,5.0,0.0,64.6,29.0,-35.599999999999994,1
web_popup_block,30,4,,,,True,True,5.0,7.0,2.0,25.8,44.9,19.099999999999998,1
web_popup_block,30,5,,,,True,True,6.0,6.0,0.0,47.6,55.4,7.799999999999997,1
web_popup_block,31,1,,,,True,True,5.0,12.0,7.0,119.1,148.0,28.900000000000006,1
web_popup_block,31,2,,,,True,True,7.0,7.0,0.0,90.4,181.5,91.1,1
web_popup_block,31,3,,,,True,True,6.0,9.0,3.0,53.1,180.7,127.6,1
web_popup_block,31,4,,,,True,True,10.0,7.0,-3.0,204.8,39.1,-165.70000000000002,1
web_popup_block,31,5,,,,True,True,7.0,7.0,0.0,63.8,116.8,53.0,1
web_popup_block,132,1,,,,True,True,6.0,4.0,-2.0,203.2,61.1,-142.1,1
web_popup_block,132,2,,,,True,True,4.0,4.0,0.0,188.2,67.2,-120.99999999999999,1
web_popup_block,132,3,,,,True,True,7.0,4.0,-3.0,191.1,66.5,-124.6,1
web_popup_block,132,4,,,,True,True,4.0,8.0,4.0,128.4,118.7,-9.700000000000003,1
web_popup_block,132,5,,,,True,True,4.0,4.0,0.0,77.4,104.5,27.099999999999994,1
web_popup_block,133,1,,,,True,True,5.0,6.0,1.0,142.5,68.3,-74.2,1
web_popup_block,133,2,,,,True,True,4.0,4.0,0.0,93.2,59.2,-34.0,1
web_popup_block,133,3,,,,True,True,4.0,4.0,0.0,84.8,60.5,-24.299999999999997,1
web_popup_block,133,4,,,,True,True,4.0,4.0,0.0,103.4,43.2,-60.2,1
web_popup_block,133,5,,,,True,True,4.0,9.0,5.0,50.2,112.3,62.099999999999994,1
web_popup_block,134,1,,,,True,True,8.0,7.0,-1.0,250.5,72.5,-178.0,1
web_popup_block,134,2,,,,True,True,7.0,5.0,-2.0,122.7,71.1,-51.60000000000001,1
web_popup_block,134,3,,,,True,True,12.0,6.0,-6.0,272.9,108.4,-164.49999999999997,1
web_popup_block,134,4,,,,True,True,7.0,7.0,0.0,117.8,87.3,-30.5,1
web_popup_block,134,5,,,,True,True,7.0,4.0,-3.0,86.4,55.4,-31.000000000000007,1
web_popup_block,135,1,,,,True,True,4.0,4.0,0.0,109.0,68.2,-40.8,1
web_popup_block,135,2,,,,True,True,3.0,4.0,1.0,55.9,38.8,-17.1,1
web_popup_block,135,3,,,,True,True,20.0,4.0,-16.0,148.8,46.4,-102.4,1
web_popup_block,135,4,,,,True,True,4.0,4.0,0.0,39.5,58.1,18.6,1
web_popup_block,135,5,,,,True,True,4.0,5.0,1.0,95.9,49.4,-46.50000000000001,1
web_popup_block,136,1,,,,True,True,4.0,4.0,0.0,87.5,204.3,116.80000000000001,1
web_popup_block,136,2,,,,True,True,4.0,4.0,0.0,76.6,208.6,132.0,1
web_popup_block,136,3,,,,True,True,4.0,6.0,2.0,46.1,129.6,83.5,1
web_popup_block,136,4,,,,True,True,4.0,4.0,0.0,45.7,46.3,0.5999999999999943,1
web_popup_block,136,5,,,,True,True,5.0,4.0,-1.0,90.8,59.7,-31.099999999999994,1
web_http_error,21,1,,,,True,True,3.0,12.0,9.0,86.5,278.6,192.10000000000002,1
web_http_error,21,2,,,,True,True,3.0,12.0,9.0,78.1,212.5,134.4,1
web_http_error,21,3,,,,True,True,3.0,12.0,9.0,126.7,384.6,257.90000000000003,1
web_http_error,21,4,,,,True,True,3.0,13.0,10.0,132.8,382.5,249.7,1
web_http_error,21,5,,,,True,True,4.0,12.0,8.0,91.4,450.4,359.0,1
web_http_error,22,1,,,,True,True,10.0,8.0,-2.0,398.9,202.9,-195.99999999999997,1
web_http_error,22,2,,,,True,True,9.0,9.0,0.0,507.7,523.3,15.599999999999966,1
web_http_error,22,3,,,,True,True,8.0,9.0,1.0,183.8,173.4,-10.400000000000006,1
web_http_error,22,4,,,,True,True,10.0,8.0,-2.0,637.1,240.7,-396.40000000000003,1
web_http_error,22,5,,,,True,True,14.0,8.0,-6.0,531.0,419.6,-111.39999999999998,1
web_http_error,23,1,,,,True,True,3.0,11.0,8.0,214.7,648.3,433.59999999999997,1
web_http_error,23,2,,,,True,True,2.0,11.0,9.0,87.4,704.9,617.5,1
web_http_error,23,3,,,,True,True,3.0,12.0,9.0,65.3,533.5,468.2,1
web_http_error,23,4,,,,True,True,2.0,12.0,10.0,15.8,147.4,131.6,1
web_http_error,23,5,,,,True,True,2.0,11.0,9.0,13.0,114.4,101.4,1
web_http_error,24,1,,,,True,True,3.0,5.0,2.0,246.8,30.1,-216.70000000000002,1
web_http_error,24,2,,,,True,True,3.0,8.0,5.0,250.3,239.7,-10.600000000000023,1
web_http_error,24,3,,,,True,True,2.0,6.0,4.0,249.3,470.6,221.3,1
web_http_error,24,4,,,,True,True,3.0,10.0,7.0,242.1,253.3,11.200000000000017,1
web_http_error,24,5,,,,True,True,2.0,10.0,8.0,14.2,265.2,251.0,1
web_http_error,25,1,,,,True,True,10.0,10.0,0.0,124.8,129.4,4.6000000000000085,1
web_http_error,25,2,,,,True,True,7.0,9.0,2.0,73.7,75.3,1.5999999999999943,1
web_http_error,25,3,,,,True,True,5.0,3.0,-2.0,50.0,21.9,-28.1,1
web_http_error,25,4,,,,True,True,7.0,9.0,2.0,68.3,158.1,89.8,1
web_http_error,25,5,,,,True,True,10.0,8.0,-2.0,104.5,248.3,143.8,1
web_http_error,26,1,,,,True,True,15.0,20.0,5.0,524.0,633.6,109.60000000000002,1
web_http_error,26,2,,,,True,True,20.0,16.0,-4.0,586.4,344.0,-242.39999999999998,1
web_http_error,26,3,,,,True,True,17.0,6.0,-11.0,573.0,123.9,-449.1,1
web_http_error,26,4,,,,True,True,14.0,6.0,-8.0,324.5,261.6,-62.89999999999998,1
web_http_error,26,5,,,,True,True,10.0,6.0,-4.0,277.8,183.6,-94.20000000000002,1
web_http_error,27,1,,,,True,True,5.0,7.0,2.0,92.1,188.7,96.6,1
web_http_error,27,2,,,,True,True,5.0,7.0,2.0,35.8,79.0,43.2,1
web_http_error,27,3,,,,True,True,5.0,7.0,2.0,37.2,94.3,57.099999999999994,1
web_http_error,27,4,,,,True,True,6.0,7.0,1.0,57.2,155.1,97.89999999999999,1
web_http_error,27,5,,,,True,True,6.0,6.0,0.0,183.6,62.4,-121.19999999999999,1
web_http_error,28,1,,,,True,True,9.0,8.0,-1.0,236.3,80.4,-155.9,1
web_http_error,28,2,,,,True,True,14.0,8.0,-6.0,247.9,69.0,-178.9,1
web_http_error,28,3,,,,True,True,7.0,10.0,3.0,52.5,141.7,89.19999999999999,1
web_http_error,28,4,,,,True,True,10.0,9.0,-1.0,92.0,122.0,30.0,1
web_http_error,28,5,,,,True,True,11.0,8.0,-3.0,107.3,156.4,49.10000000000001,1
web_http_error,29,1,,,,True,True,0.0,7.0,7.0,81.1,198.8,117.70000000000002,1
web_http_error,29,2,,,,True,True,6.0,7.0,1.0,454.0,220.6,-233.4,1
web_http_error,29,3,,,,True,True,0.0,7.0,7.0,24.7,200.0,175.3,1
web_http_error,29,4,,,,True,True,10.0,7.0,-3.0,785.5,190.7,-594.8,1
web_http_error,29,5,,,,True,True,8.0,7.0,-1.0,440.6,213.2,-227.40000000000003,1
web_http_error,30,1,,,,True,True,5.0,7.0,2.0,296.9,166.0,-130.89999999999998,1
web_http_error,30,2,,,,True,True,5.0,6.0,1.0,326.1,427.9,101.79999999999995,1
web_http_error,30,3,,,,True,True,8.0,6.0,-2.0,551.5,124.4,-427.1,1
web_http_error,30,4,,,,True,True,6.0,6.0,0.0,215.6,112.1,-103.5,1
web_http_error,30,5,,,,True,True,6.0,6.0,0.0,145.3,94.0,-51.30000000000001,1
web_http_error,31,1,,,,True,True,6.0,20.0,14.0,456.9,1067.0,610.1,1
web_http_error,31,2,,,,True,True,7.0,7.0,0.0,668.3,110.3,-558.0,1
web_http_error,31,3,,,,True,True,6.0,7.0,1.0,589.2,137.8,-451.40000000000003,1
web_http_error,31,4,,,,True,True,7.0,8.0,1.0,452.9,344.1,-108.79999999999995,1
web_http_error,31,5,,,,True,True,8.0,10.0,2.0,572.8,712.8,140.0,1
web_http_error,132,1,,,,True,True,4.0,6.0,2.0,452.9,910.8,457.9,1
web_http_error,132,2,,,,True,True,0.0,8.0,8.0,16.9,793.6,776.7,1
web_http_error,132,3,,,,True,True,3.0,7.0,4.0,187.5,1307.6,1120.1,1
web_http_error,132,4,,,,True,True,4.0,13.0,9.0,80.9,1465.9,1385.0,1
web_http_error,132,5,,,,True,True,4.0,10.0,6.0,239.8,1111.9,872.1000000000001,1
web_http_error,133,1,,,,True,True,4.0,12.0,8.0,205.4,523.8,318.4,1
web_http_error,133,2,,,,True,True,4.0,6.0,2.0,156.0,267.3,111.30000000000001,1
web_http_error,133,3,,,,True,True,4.0,14.0,10.0,164.5,497.3,332.8,1
web_http_error,133,4,,,,False,False,4.0,5.0,1.0,201.7,689.9,488.2,1
web_http_error,133,5,,,,True,True,4.0,20.0,16.0,155.4,747.5,592.1,1
web_http_error,134,1,,,,True,True,7.0,7.0,0.0,214.6,219.2,4.599999999999994,1
web_http_error,134,2,,,,True,True,9.0,20.0,11.0,363.5,603.1,239.60000000000002,1
web_http_error,134,3,,,,True,True,7.0,20.0,13.0,186.4,660.4,474.0,1
web_http_error,134,4,,,,True,True,4.0,13.0,9.0,75.5,440.9,365.4,1
web_http_error,134,5,,,,True,True,0.0,9.0,9.0,14.0,268.3,254.3,1
web_http_error,135,1,,,,True,True,4.0,9.0,5.0,94.5,388.9,294.4,1
web_http_error,135,2,,,,True,True,4.0,20.0,16.0,89.2,608.3,519.0999999999999,1
web_http_error,135,3,,,,True,True,4.0,20.0,16.0,79.2,589.7,510.50000000000006,1
web_http_error,135,4,,,,True,True,8.0,4.0,-4.0,130.9,193.0,62.099999999999994,1
web_http_error,135,5,,,,True,True,3.0,13.0,10.0,52.0,543.8,491.79999999999995,1
web_http_error,136,1,,,,True,True,11.0,20.0,9.0,263.9,611.0,347.1,1
web_http_error,136,2,,,,True,True,4.0,20.0,16.0,140.3,712.3,572.0,1
web_http_error,136,3,,,,True,True,4.0,20.0,16.0,114.9,463.6,348.70000000000005,1
web_http_error,136,4,,,,True,True,4.0,20.0,16.0,91.0,527.2,436.20000000000005,1
web_http_error,136,5,,,,True,True,4.0,20.0,16.0,110.1,483.4,373.29999999999995,1
web_timeout,21,1,,,,True,True,3.0,3.0,0.0,170.6,44.1,-126.5,1
web_timeout,21,2,,,,True,True,4.0,4.0,0.0,179.8,56.3,-123.50000000000001,1
web_timeout,21,3,,,,True,True,3.0,3.0,0.0,164.8,40.8,-124.00000000000001,1
web_timeout,21,4,,,,True,True,3.0,4.0,1.0,175.4,50.5,-124.9,1
web_timeout,21,5,,,,True,True,3.0,3.0,0.0,163.7,63.7,-99.99999999999999,1
web_timeout,22,1,,,,True,True,12.0,10.0,-2.0,299.7,212.3,-87.39999999999998,1
web_timeout,22,2,,,,True,True,9.0,14.0,5.0,124.5,295.0,170.5,1
web_timeout,22,3,,,,True,True,17.0,8.0,-9.0,327.4,85.9,-241.49999999999997,1
web_timeout,22,4,,,,True,True,13.0,6.0,-7.0,202.5,94.8,-107.7,1
web_timeout,22,5,,,,True,True,5.0,12.0,7.0,38.2,192.9,154.7,1
web_timeout,23,1,,,,True,True,2.0,4.0,2.0,27.7,91.7,64.0,1
web_timeout,23,2,,,,True,True,2.0,3.0,1.0,29.6,70.8,41.199999999999996,1
web_timeout,23,3,,,,True,True,2.0,2.0,0.0,22.4,25.3,2.900000000000002,1
web_timeout,23,4,,,,True,True,3.0,3.0,0.0,39.5,46.7,7.200000000000003,1
web_timeout,23,5,,,,True,True,3.0,3.0,0.0,31.1,97.7,66.6,1
web_timeout,24,1,,,,True,True,3.0,3.0,0.0,43.0,28.1,-14.899999999999999,1
web_timeout,24,2,,,,True,True,3.0,3.0,0.0,41.5,53.6,12.100000000000001,1
web_timeout,24,3,,,,True,True,3.0,3.0,0.0,21.4,55.2,33.800000000000004,1
web_timeout,24,4,,,,True,True,3.0,3.0,0.0,19.8,33.9,14.099999999999998,1
web_timeout,24,5,,,,True,True,3.0,3.0,0.0,25.5,46.1,20.6,1
web_timeout,25,1,,,,True,True,10.0,8.0,-2.0,121.1,134.3,13.200000000000017,1
web_timeout,25,2,,,,True,True,9.0,8.0,-1.0,190.3,119.6,-70.70000000000002,1
web_timeout,25,3,,,,True,True,10.0,7.0,-3.0,179.5,103.4,-76.1,1
web_timeout,25,4,,,,True,True,8.0,6.0,-2.0,144.2,67.3,-76.89999999999999,1
web_timeout,25,5,,,,True,True,10.0,8.0,-2.0,122.5,126.7,4.200000000000003,1
web_timeout,26,1,,,,True,True,14.0,8.0,-6.0,333.8,105.1,-228.70000000000002,1
web_timeout,26,2,,,,True,True,19.0,12.0,-7.0,351.5,256.9,-94.60000000000002,1
web_timeout,26,3,,,,True,True,20.0,12.0,-8.0,412.7,206.7,-206.0,1
web_timeout,26,4,,,,True,True,13.0,14.0,1.0,225.9,334.3,108.4,1
web_timeout,26,5,,,,True,True,9.0,18.0,9.0,128.9,424.2,295.29999999999995,1
web_timeout,27,1,,,,True,True,5.0,5.0,0.0,109.2,45.2,-64.0,1
web_timeout,27,2,,,,True,True,5.0,5.0,0.0,31.7,60.9,29.2,1
web_timeout,27,3,,,,True,True,5.0,6.0,1.0,48.6,53.0,4.399999999999999,1
web_timeout,27,4,,,,True,True,5.0,5.0,0.0,34.4,69.6,35.199999999999996,1
web_timeout,27,5,,,,True,True,5.0,5.0,0.0,92.2,106.2,14.0,1
web_timeout,28,1,,,,True,True,10.0,7.0,-3.0,178.5,46.9,-131.6,1
web_timeout,28,2,,,,True,True,9.0,8.0,-1.0,50.2,70.2,20.0,1
web_timeout,28,3,,,,True,True,11.0,7.0,-4.0,81.2,48.8,-32.400000000000006,1
web_timeout,28,4,,,,True,True,9.0,9.0,0.0,78.2,93.0,14.799999999999997,1
web_timeout,28,5,,,,True,True,12.0,7.0,-5.0,96.3,69.4,-26.89999999999999,1
web_timeout,29,1,,,,True,True,6.0,8.0,2.0,60.2,89.4,29.200000000000003,1
web_timeout,29,2,,,,True,True,10.0,6.0,-4.0,59.4,71.5,12.100000000000001,1
web_timeout,29,3,,,,True,True,7.0,7.0,0.0,88.6,88.0,-0.5999999999999943,1
web_timeout,29,4,,,,True,True,6.0,9.0,3.0,69.1,68.2,-0.8999999999999915,1
web_timeout,29,5,,,,True,True,7.0,7.0,0.0,50.6,83.5,32.9,1
web_timeout,30,1,,,,True,True,6.0,5.0,-1.0,99.7,43.3,-56.400000000000006,1
web_timeout,30,2,,,,True,True,5.0,5.0,0.0,37.5,71.8,34.3,1
web_timeout,30,3,,,,True,True,6.0,5.0,-1.0,66.0,41.8,-24.200000000000003,1
web_timeout,30,4,,,,True,True,8.0,5.0,-3.0,74.6,34.0,-40.599999999999994,1
web_timeout,30,5,,,,True,True,6.0,5.0,-1.0,65.2,35.8,-29.400000000000006,1
web_timeout,31,1,,,,True,True,8.0,6.0,-2.0,87.0,70.7,-16.299999999999997,1
web_timeout,31,2,,,,True,True,6.0,7.0,1.0,81.1,89.9,8.800000000000011,1
web_timeout,31,3,,,,True,True,11.0,10.0,-1.0,115.5,80.7,-34.8,1
web_timeout,31,4,,,,True,True,11.0,8.0,-3.0,127.1,94.3,-32.8,1
web_timeout,31,5,,,,True,True,9.0,12.0,3.0,110.6,105.2,-5.3999999999999915,1
